21
10
0.607253, 0.000000, 10.000000
0.607253, 0.607253, -35.000000
0.910879, 0.303626, -8.434949
0.986786, 0.075907, 5.601295
0.977298, 0.199255, -1.523722
0.989751, 0.138174, 2.052613
0.985433, 0.169103, 0.262702
0.982791, 0.184501, -0.632472
0.984232, 0.176823, -0.184858
0.984923, 0.172978, 0.038953
0.984585, 0.174902, -0.072953
0.984756, 0.173940, -0.017000
0.984841, 0.173459, 0.010977
0.984799, 0.173700, -0.003012
0.984820, 0.173580, 0.003983
0.984809, 0.173640, 0.000486
0.984804, 0.173670, -0.001263
0.984807, 0.173655, -0.000389
0.984808, 0.173647, 0.000048
0.984807, 0.173651, -0.000170
0.984808, 0.173649, -0.000061
